tagalog,english,cebuano
hindi naagnas ang bangkay niya kahit ilang dekada na itong nakalibing,his body did not decompose even though it had been buried for decades,wala na agnas ang iyang patay na lawas miskag pila na ka dekada ni naka lubong
marasap ang litsong baboy ngunit masyado itong mamanteka at punong puno ng kolesterol,the fried pork is delicious but it is too greasy and full of cholesterol,lami ang litsong baboy pero daghan lang ni ug mantika ug puno sab ug kolesterol
gustong gusto nilang ihanda ang litsong baboy sa mga piging lalo na sa pista,they love to prepare fried pork at feasts especially during festivals,gusto kaayo nila ihanda ang litsong baboy sa mga handaan labon nag piesta
pinakamasarap gawing pinapaitan ang kambing,it is best to make the goat bitter,lami kaayo himuong pinapaitan ang kambing
ang tunay na pinapaitan ay mapait sa halip na maasim,what is truly bitter is bitter rather than sour,ang tinuod na papaitan kay pait kaysa aslom
ang pait na ginagamit bilang sangkap sa tunay na pinapaitan ay hindi lamang ang apdo kundi ang pinigang nilalaman ng isaw ng hayup,the bitter that is used as an ingredient in the true bittering is not only the bile but the squeezed contents of the animal s udder,ang pait na gigamot pang sagol sa tinuod na papaitan kay dili lang apdo kundili gipuga sad na laman sa hayop
ang tunay na pinakbet at walang kasamang bunga ng kalabasa,the real pinakbet and without pumpkin fruit,ang tinuod na pinakbet kay wala y sagol na bunga sa kalabasa
ang kaibhan ng dinengdeng sa inabraw ay malimit na karamiha y mga dahon ng gulay ang nilulutong inabraw,the difference between dinengdeng and inabraw is that mostly vegetable leaves are cooked inabraw,ang kalahian sa dinengdeng ug sa inabraw kay gamay ra ang sagol na dahon sa gulay sa inabraw
ang tunay na pinakbet ay bagoong na isda ang inilalagay hindi ang bagoong na alamang,the real pinakbet is an anchovy fish that is placed not the anchovy that is known,ang tinuod na pinakbet kay bagoong sa isda ang sagol ug dii bagoong sa alamang
nakalalaki ng tiyan ang maraming kinakaing kanin,people who eat a lot of rice get a big stomach,makadako ug tiyan ang pagkaon ug daghan
ang tunay na lalaki ay magaling kumain ng kanin wala siyang pakialam kung lumaki man ang tiyan niya,a real man is good at eating rice he doesn t care if his belly gets bigger,ang tinuod na lalaking kay maayo mukaon ug kanon wala siyay palabot kung mudako man ang iyahang tiyan
hindi kapanipaniwala ang mga napapanood sa pelikula at tv,the movies and tv shows are incredible,dili dali katuohan ang mga makita nato sa mga salida ug tv
nangangarap sila na kapag presidente na ang kanilang kandidato mariwasa na ang buhay dahil magmumudmod daw ng ginto ang presidente,they dream that when their candidate becomes president life will be free because the president will gather gold,nagapangandoy sila na kung mahimo nag presidente ilang kandidato muanyag na ag ilang kina buhi kay naga wadwad ug bulawan ilang presidente
hanggang pangako lamang ang isang kandidatong nanghihingi ng boto,a candidate asking for votes is only a promise,hangtud saad lang ang mga kandidato nga gapangayo ug boto
anong oras ang byahe mo mamayang gabi,what time is your flight tonight,unsay oras imong biyahe unyang gabii
anong bus ang sasakyan mong magbibyahe,what bus will you travel on,unsa nga bus imong sakyan pagbiyahe
tumaas na ang pamasahe sa bus na papunta sa amin,the fare on the bus going to us has increased,nitaas na ang pamasahe krn padulong sa amoa
naghubad si sa harapan ni,undressed in front of,naghukas si sa atubangan ni
nakatulogan ni ang pinapanood niyang pelikula,fell asleep watching the movie,nakatulog na si sa iyang gitanaw na salida
tirhan mo ako,live with me,bilini ko
tumataba si,is gaining weight,nitaba si
pumapayat si,is losing weight,namayat si
malala ang karamdaman ni,is seriously ill,lala na ang sakit ni
hindi na magagamot ang sakit ni,s illness is incurable,di na matambalan ang sakit ni
halos isang taon nang nakaratay si,had been bedridden for almost a year,hapit isa na ka tuig naghigda si
tatawagan kita sa telepono kapag nakarating na ako sa aking patutunguhan,i will call you on the phone when i reach my destination,tawagan ra tika sa telepeno pag naka abot nako sa akong adtuan
hindi na makayanang iligtas ng mga doktor sa ospital si kaya iniuwi na ito,the doctors at the hospital could no longer save so he was taken home,di na matabang sa mga doktor sa balay tambalan si maong giuli nalang nila ni
kawawa ang mga inosenteng biktima ng mga teroristang nagbomba at namaril sa paris,woe to the innocent victims of the terrorists who bombed and shot in paris,luoy ang mga inosenteng biktima sa pagbomba ug pamaril sa mga terorista sa paris
masarap kung gayun ang luto niyang pinapaitan kasi kinatas na laman ng bituka ng kambing ang gamit niya,if that s the way he cooks it s delicious because he uses squeezed goat s intestines,lami kung ang iyang giluto na papaitan kung pinuga na laman sa kambing iyang gigamit
libo libo na ang namatay dahil sa terorismo,thousands have died because of terrorism,kapin libo na ang namatay tungod sa terorismo
galisin ang ulo ni nang siya ay bata pa,scratch s head when he was young,daghay katol katol ang ulo ni atung bata pa siya
malakas ang hilik ni pag tulog,snores loudly when he sleeps,kusog muhagok si pag matulog
nahuli na nila ang isa sa mga teroristang nagbomba sa paris,they have caught one of the terrorists who bombed paris,nadakpan na nila ang isa sa mga terosita nga nagbomba sa paris
inihaw na isda ang inulam namin kaninang tanghali,we had grilled fish this afternoon,giihaw na isda ang among giulam ganinang udto
hindi lamang sa paris may mga biktima ng terorismo marami pa sa lebanon kenya at iba pang lugar,not only in paris there are victims of terrorism there are many more in lebanon kenya and other places,dili lang sa paris ang naay mga biktima sa terorismo apan apil sad ang lebanon kenya ug uban pang mga lugar
malaki ang titi ni,has a big cock,dako ug bunal si
magaling na makata si,is a good poet,maayo nga magbabalak si
parang sa siling labuyo ang titi ni,s cock is like a snake,mura ra ug sili kadako ang bunal ni
kay laki ng titi ni,the size of s cock,kadako sa bunal ni
nakapaglathala na si ng aklat ng kaniyang mga tula,has published a book of his poems,nakabuhat na si ug libro para sa iyang mga tula
hindi ako nakakaunawa ng tagalog,i don t understand tagalog,dili ko makasabot ug tagalog
hindi ginalaw ni ang kaniyang pananghalian,didn t move his lunch,wala gitarog ni ang iyang paniudto
ayaw maligo ni kaya napakabaho at napakarusing na nito,doesn t want to take a bath so it s very smelly and intoxicating,dili gusto si maligo maong hugaw ug nanamaho na siya
maraming nobya si at ipinagyayabang niyang magaling siyang manligaw para lamang mapagtakpan niya ang tunay niyang katauhan bilang isang bisexual,has many girlfriends and brags about how good he is at courting just to hide his true identity as a bisexual,daghay nobya si ug ginapang hambog niyang anad siya manguyan aron lang tabunan iyang tinuod na pagkatao
mga gulay lang ang inuulam niya,he only serves vegetables,mga gulay ra iyang gina ulam
magaling mag ingles si kapag nalalasing,speaks english well when he is drunk,hawod muistorya ug inengles si kung hubog
mahapdi ang puki ni sa unang kantutan nila ni,s pussy was sore during her first sex with,nanghapdos ang bulak ni sa unang pakighilawas niya kay
habulin ng mga babae si,the girls chase after,hitsuraan si
oo naman,of course,oo uy
wala ka bang pakialam,don t you care,wala ba kay palabot
sulatan mo si,write to,suwati si
may mga tanim ng saging sa tabi ng kastilyo,there are banana plantations next to the castle,adunay mga tanom sa saging tapad sa kastilyo
may mga tanim ng saging sa tapat ng mga bintana ng kastilyo,there are banana plants opposite the windows of the castle,adunay mga tanom sa saging atbang sa bintana sa kastilyo
may mga tanim ng saging sa tabi ng batis ng kastilyo,there are banana plantations by the stream of the castle,adunay mga tanom sa saging kilid sa sapa sa kastilyo
may mga tanim ng saging sa burol ng kastilyo,there are banana plantations on the castle hill,adunay mga tanom sa saging sa bungtod sa kastilyo
may mga tanim ng saging sa paligid ng kastilyo,there are banana plantations around the castle,adunay mga tanom sa saging palibot sa kastilyo
may mga tanim ng saging sa tabi ng tarangkahan ng hardin ng kastilyo,there are banana plants next to the gate of the castle garden,adunay mga tanom sa saging naa tapad sa ganghaan sa tamnanan sa kastilyo
may mga tanim ng saging sa tarangkahan ng kastilyo,there are banana plants at the castle gate,adunay mga tanom sa saging sa ganghaan sa kastilyo
may mga tanim ng saging sa likod ng kastilyo,there are banana plantations behind the castle,adunay mga tanom sa saging likod sa kastilyo
may mga tanim ng saging sa tabi ng mga estatwa ng kastilyo,there are banana plantations next to the castle statues,adunay mga tanom sa saging tapad sa mga estatwa sa kastilyo
may mga tanim ng saging sa tabi ng ilog ng kastilyo,there are banana plantations next to the river of the castle,adunay mga tanom na saging tapad sa sapa sa kastilyo
may mga tanim ng saging sa harap ng kastilyo,there are banana plantations in front of the castle,adunay mga tanom na saging atbang sa kastilyo
may mga tanim ng gumamela sa tabi ng kastilyo,there are gumamela plants next to the castle,adunay mga tanom na gumamela tapad sa kastilyo
may mga tanim ng gumamela sa likod ng kastilyo,there are gumamela plants behind the castle,adunay mga tanom na gumamela likod sa kastilyo
may mga tanim ng gumamela sa burol ng kastilyo,there are gumamela plants on the castle hill,adunay mga tanom na gumamela sa bungtod sa kastilyo
may mga tanim ng gumamela sa tabi ng ilog ng kastilyo,there are gumamela plantations next to the river of the castle,adunay mga tanom na gumamela sa sapa sa kastilyo
may mga tanim ng gumamela sa tabi ng tarangkahan ng kastilyo,there are gumamela plants next to the castle gate,adunay mga tanom na gumamela tapad sa ganghaan sa kastilyo
may mga tanim ng gumamela sa hardin ng kastilyo,there are gumamela plants in the castle garden,adunay mga tanom na gumamela sa tamnanan sa kastilyo
may mga tanim ng gumamela sa tabi ng mga estatwa ng kastilyo,there are gumamela plants next to the castle statues,adunay mga tanom na gumamela tapad sa mga estatwa sa kastilyo
may mga tanim ng gumamela sa mga paligid ng kastilyo,there are gumamela plants around the castle,adunay mga tanom na gumamela nakapalibot sa kastilyo
may mga tanim ng gumamela sa tabi ng bakuran ng kastilyo,there are gumamela plants next to the castle grounds,adunat mga tanom na gumamela tapad sa likod balay sa kastilyo
may mga tanim ng gumamela sa tabi ng halamang bakod ng kastilyo,there are gumamela plants next to the castle hedge,adunay mga tanom na gumamela tapad sa mga tanom sa ganghaan
may mga tanim ng gumamela sa tabi ng batis ng kastilyo,there are gumamela plants next to the castle stream,adunay mga tanom na gumamela tapad sa sapa sa kastilyo
may mga tanim ng gumamela sa tabi ng bambang ng kastilyo,there are gumamela plants next to the castle ramparts,adunay mga tanom na gumamela tapad sa kanal sa kastilyo
may mga tanim ng gumamela sa tabi ng kanal ng kastilyo,there are gumamela plants by the castle moat,adunay mga tanom na gumamela tapad sa kanal sa kastilyo
may mga tanim ng gumamela sa likod ng bakuran ng kastilyo,there are gumamela plants in the back yard of the castle,adunay mga tanom na gumamela likod sa likod balay sa kastilyo
may mga tanim ng gumamela sa puwente ng tubig ng kastilyo,there are gumamela plants in the castle s water fountain,adunay mga tanom na gumamela sa tulay sa kastilyo
may mga tanim ng sa tabi ng puwente ng tubig ng kastilyo,there are trellis plants next to the castle s water fountain,adunay mga tanom sa aratiles tapad sa tulay sa kastilyo
may mga puno ng sa tabi ng bakuran ng kastilyo,there are trees next to the castle grounds,adunay mga punoan sa aratiles tapad sa liko balay sa kastilyo
may mga puno ng sa tabi ng tarangkahan ng kastilyo,there are trees by the castle gate,adunay mga punoan sa aratiles sa ganghaan sa kastilyo
may mga puno ng sa tabi ng mga bintana ng kastilyo,there are tree grates next to the windows of the castle,adunay mga punoan sa aratiles tapad sa bintana sa kastilyo
may mga puno ng sa tabi ng batis ng kastilyo,there are trees by the castle stream,adunay mga punoan sa aratiles tapad sa sapa sa kastilyo
may mga puno ng sa paligid ng puwente ng tubig ng kastilyo,there are trees around the castle s water fountain,adunay mga tanom sa aratiles nga nakapalibot sa tulay sa kastilyo
may mga puno ng sa tabi ng tulay ng kastilyo,there are trees of next to the bridge of the castle,adunay mga punoan sa aratiles tapad sa tulay
may mga puno ng sa hardin ng kastilyo,there are trees in the castle garden,adunay mga punoan sa aratiles sa tamnanan sa kastilyo
may mga puno ng sa korte ng kastilyo,there are trees of in the court of the castle,adunay mga punoan sa korte sa kastilyo
maraming paniki ang lumilipad sa tabi ng kastilyo,many bats fly by the castle,daghan mga paniki ang galupad tapad sa kastilyo
maraming paniki ang lumilipad sa gubat ng kastilyo,many bats fly in the forest of the castle,daghan mga paniki ang galupad sa lasang sa kastilyo
maraming paniki ang lumilipad sa hardin ng kastilyo,there are many bats flying in the castle garden,daghan mga paniki ang galupad sa tamnanan sa kastilyo
maraming paniki ang lumilipad sa tarangkahan ng kastilyo,many bats fly over the castle gate,daghan mga paniki galupad sa ganghaan sa kastilyo
maraming paniki ang lumilipad sa bakuran ng kastilyo,there are many bats flying in the castle grounds,daghan mga paniki galupad sa likod balay sa kastilyo
