tagalog,english,cebuano
planeta marlin mayroong higanteng longganisa,marlins planet giant longganisas,planeta marlin higante soriso
magaling gumawa tsampurado lizbeth,lizbeth good making tsampurado,hawod buhat tsampurado lizbeth
haluhalo kinain dylan umaga,dylan ate mixture food morning,haluhalo gikaon ganihang buntag dylan
kumain bata pan de ube,children ate pan de ube,nikaon bata pan de ube
naabuhan bayan bulkan,town overrun volcano,naabuhan baryo tungod bulkan
tilapya kanin kinain vito,vito ate tilapia rice,tilapya kanon gikaon ganiha vito
espasol niluto vito,vito cooked espasol,espasol giluto vito
kawayan bahay,house made bamboo,kawayan balay
kastilyong kawayan vito,vito made bamboo castle,kawayan kastilyo gibuhat vito
makopa lansones buslo,makopa lansones buslo,makopa lansones buslo
maraming bulkan kapuluan,many volcanoes archipelago,daghan bulkan kapupudan
gumamela paligid kastilyo,people wandering around castle,gumamela kilid palasyo
pista litson marami pagkain,festival roast many foods,pista litson daghan pagkaon
naghahanap kawayan gumawa bahay,looking bamboo build house,nangita kawayan himuon balay
magaling ideya tungkol kinabukasan,good ideas future,maayo nahunahunaan mahituod umaabot
magtanim ube paligid bahay,plant ube around house,pagtanom mog ube palibot balay
magtanim balinghoy paligid bahay,plant tapioca around house,pagtanom mog balanghoy palibot balay
maglaga balinghoy kaserola,put tapioca saucepan,paglutog balanghoy kaldero
maglaga ube kaserola,place pears saucepan,paglutog ube kaldero
naglaga balinghoy kaserola,boil tapioca saucepan,nagluto balanghoy kaldero
naglaga ube kaserola,ube stewed saucepan,naglaga ube kaldero
maglalaga balinghoy kaserola,put tapioca saucepan,magpabukal balanghoy kaldero
maglalaga ube kaserola,place pears saucepan,magpabukal ube kaldero
nilaga balinghoy kusina,stewed tapioca kitchen,gipabukalan balanghoy kusina
nilaga ube kusina,stewed pear kitchen,gipabukalan ube kusina
hinalo ube kaserola,stirred pear saucepan,gihalo ube kaldero
hinahalo ube kaserola,stirs pears saucepan,ginahalo ube kaldero
gumawa vito bahay kawayan,vito built bamboo house,nagbuhat balayng kawayan vito
kawayan antigong templo,ancient temple made bamboo,kawayan karaan templo
masabihan gawin,told shouldnt,maignan buhaton
maraming bulaklak hardin,many flowers juans garden,daghan bulak tanaman
alitaptap bukid gabi,fireflies field night,aninipot bukid gabii
kalabaw bukid,buffaloes juans farm,mgaa kabaw bukid
kambing bukid,goats juans farm,kambing bukid
manok bukid,chickens juans farm,manok bukid
baboy bukid,pigs juans farm,baboy bukid
bukid,cows juans farm,bukid
kabayo bukid,horses juans farm,kabayo bukid
aso bukid,dogs juans farm,iro bukid
pusa bukid,cats juans farm,iring bukid
gumamela hardin,wandered juans garden,gumamela tanaman
rosas hardin,roses johns garden,rosas tanaman
puno saging hardin,banana trees juans garden,puno saging tanaman
puno mansanas hardin,apple trees johns garden,puno mansanas tanaman
puno langka hardin,jackfruit trees juans garden,puno langka tanaman
puno mangga hardin,mango trees juans garden,puno magga tanaman
puno dalandan hardin,orange trees johns garden,punuan orens tanaman
puno makopa hardin,makopa trees juans garden,punuan makopa tanaman
puno duhat hardin,fig trees juans garden,punuan duhat tanaman
puno peras hardin,pear trees johns garden,punuan peras tanaman
manatili bahay,stay home,magpondo balay
magkaanak,want children,magkaanak
ika agosto kaarawan,birthday st august,ika agosto adlawng natawhan
naaasar julian kaklase,julian annoyed classmate,nasamokan julian klasmet
windang puso,heart broken,gigisi kasingkasing
gumawa opisyal pooksapot paaralan,made official uniform school,naghimo opisyal websayt alang eskwelahan
sumulat magaaral sulatroniko humingi pahintulot kanilang punongguro,students wrote letter asking principal permission,estudyante nagsulat sulatroniko makapangayo pagtugot prinsipal
ginagamit salakot maiwasan init araw,salakot used avoid heat sun,gigamit salakot mapugngan kainit adlaw
nagsiksikan madla maliit bulwagan araw pagtatapos estudyante,audience packed small hall day students graduation,nagdasok tawo gamay hawanan katapusang adlaw klase
harap klase haynayan,front class haynayan,atubangan among klase haynayan
harap klase biyolohiya,front biology class,atubangan among klase biyolohiya
pabugsobugso ulan ngayong buwan agosto,rain torrential month august,kusog ulan karong agosto
naririnig ugong makina pabrika,hear hum machines factory,nabati dahunog makina pabrika
pinakamarikit takipsilim natanaw,one beautiful sunsets ever seen,labing pinakanindtot kilumkilom nakita
marikit espada,beautiful sword,matahum sundang
marikit tanawin,view beautiful,matahum talanawon
maganda tanawin,view beautiful,nindot talanawon
ganda,shes beautiful isnt,gwapa nu
marikit,shes beautiful isnt,gwapa
marikit buwan taglagas,moon beautiful autumn,nindot buwan tingdagdag
maganda tingin,think pretty,gwapa pananaw
masyado maganda mundong,beautiful world,gwapa kayko aning kalibutana
baliw,crazy,buang
baliw,hes crazy one,buang
kausap anino,talking shadow,kaistorya anino
anino,see shadow,maklaro anino
nauna pranses,first french teacher,una magtutudlo pransya
dinig halakhak bata mula malayo,childrens laughter heard distance,dungog katawa bata layo
paborito klase haynayan,favorite class chicken,haynayan paborito klase
marikit mata,eyes beautiful,nindot mata
alin marikit sampaguita ilangilang,beautiful tulips several,hain labi matahum sampaguita ilangilang
nilalandi baliw,flirting crazy,ginauwag buang
naiintindihan maintindihan iba tinagurian baliw,understands others crazy,makasabot masabtan uban maong gitawag buang
matalino baliw,smart crazy,utokan
kinakabahan,nervous,nakulbaan
sangayon,agree,miuyon
nakalimutan,forgot,nakalimot
nanalo,,nakadaog
nadapa,tripped,nadakinas
pangako,promise,saad
nataranta,confused,naratol
ambag,something contribute,natabang
umamin,confess,nitugan
humingi tawad,asked forgiveness,nangayo pasaylo
umalis,left,nihawa
nangako,promised,nagsaad
bagsak,fell,bagsak
natulog,fell asleep,natulog
ngumiti,smiled,ningisi
,dont want,
nagsinungaling,lied,namangak
tumakbo,ran,nidagan
nanalo,,daog
nagbayad,paid,nibayad
naglalangoy,swimming,naglangoylangoy
yumuko,bow,niduko
umiyak,cried,nihilak
nagmamaneho,driving,nagadrayb
nagmaneho,drove,nagdrayb
humihilik,snooze,nagahagok
tumayo,stood,nitindog
nagsumpa,swore,nanumpa
kumaway,waved,mikaway
sumayaw,danced,nisayaw
tumulong,helped,nitabang
tumalon,jumped,niambak
sumunod,followed,nisunod
huminto,stopped,niundang
nagdasal,prayed,nagampo
nagahit,shaved,nagahit
kumindat,winked,mikidhat
humikab,yawned,nakahibi
pumikit,closed eyes,nipiyong
nandaya,cheated,nanikas
umubo,coughed,niubo
tumakas,ran away,nitakas
sumimangot,frowned,nagmugot
nagbayad,paid,nibayad
nadulas,slipped,nadakinas
tumigil,stopped,mihunong
pinagpawisan,sweating,gipaningot
nakinig,listened,naminaw
namatay,died,namatay
nanalo,,nadaog
dumating,came,niabot
ambag,contributed,natabang
sangayon,disagrees,uyon
nataranta,whos confused,naratol
tumawag,,nanawag
sumagot,answered,nitubag
nanatili,stayed,nagpabilin
pumirmi,agreed,naghusay
tumigil,stopped,nihunong
tagumpay,whose victory,kalampusan
naglaho,disappeared,nawala
nagmaneho,drove,nagadrayb
nagbayad,paid,nagbayad
natalo,lost,napildi
talo,loser,pildi
naghintay,waited,gahulat
nagantay,waited,naghulat
kumindat,winked,nagpangidhat
liban,else,
,doesnt,
nagsulat hamlet,wrote hamlet,nagsulat hamlet
nagtayo disneyland,built disneyland,nagbuhat disneyland
nagsira,broke,nagguba
sumira,broke,guba
nagtayo,built,nagtukod
gumuhit,drew,nagdrawing
susunod,whos next,sunod
nagsasalita,speaking,nagsulti
mananalo,win,madaog
pumatay,killed,nagpatay
magbabayad,pay,mubayad
tumawag,,nangita
nagtitinda,sells,namaligya
,,
,,
tumatawa,whos laughing,sigeg katawa
nagrereklamo,whos complaining,gareklamo
alam,else knows,nakabalo
,wants,ganahan
mayroon tsaa,want tea,tsaa
mayroon gulaman,like gelatin,ganahag gulaman
nawawala,missing,nawala
una,first,una
nauna,first,nauna
,needs,
dadalo,attend,mangadto
bibili,buy,mamalit
magluluto,cook,magluto
magmamaneho,drive,magdrayb
namamatay,dies,himalatyon
nagaayuno,fasting,nagpuasa
nangyari,happened,nahitabo
sayang,wasteful,sayang
nawawala,whats missing,nangawala
pambihira,extraordinary,pastilan
nangyari dito,happened,nahitabo
naganap dito,happened,nahitabo
nangyari,happened,gyod nahitabo
pagibig,love,gugma
susunod,next,musunod
pagkatapos,,sunod
kalat,mess,kakalat
,else,
lunes,today monday,lunes
gawin lunes,monday,himua pagkalunes
lunes,monday today,lunes
lunes kahapon,monday yesterday,lunes kagahapon
lunes namatay,died monday,lunes namatay
namatay lunes,died monday,niadtong lunes namatay
bahala,,
talo,lose,pildi
masipag,hardworking,kugihan
mali,wrong,sayop
lasing,drunk,hubog
tama hula,guessed right,tama hula
,everything,
maaga,early,sayo
huli,late,iwit
,,
tama,right,husto
puti,white,puti
puti,white,puti
puti,white,puti
biglang dumilim,suddenly everything went dark,nikalit kangitngit
hinimatay,passed,nakuyapan
asul,like blue,asul
bughaw,like blue,asul
asul,blue,asul
bughaw,blue,asul
asul,one blue,asul
bughaw,one blue,asul
itim uwak,crows black,itom uwak
puti dati,used white,puti sauna
itim dati,used black,itom sauna
pula,red,pula
bagay pula,red suits,pula
bagay itim,black suits,itom
pumutla,turned pale,nanluspad
puti,white,puti
puti,everything white,puti
itim,black,itom
dilaw,like yellow,ganahan dalag
itim,prefer black,ganahan itom
pula dugo,blood red,pula dugo
duwag,coward,talawan
itim,mine black,itom
puti,white,puti
asul langit,sky blue,asul langit
bughaw langit,sky blue,asul langit
namumula mukha,face red,namula nawong
pula kulay,color red,pula kolor
puti aso,dog white,puti iro
puti aso,dogs white,puti iro
galing,awesome,makalilisang
,else,
mayroon,,
makinig,listen,paminaw
magsulat,write,pagsulat
magsugal,stop gambling,pagsugal
tigilan pagsusugal,stop gambling,undangi sugal
tamangtama,thats right,sakto
nakakainis,annoying,makalagot
,go ahead,padayon
magbasa,read,pagbasa
mabaho manigarilyo,stinks smoke,baho manigarilyo
tulong,help,tabang
talon,waterfall,ambak
sandali,wait minute,hulat
sandali,wait minute,hulat
bahala,come,sagdi
,dont,
dahan dahan,slowly slowly,hinay hinay
makinig mabuti,listen carefully,paminaw maayo
lumuha hesus,jesus wept,nakalhilak hesus
layo,away,hawa
kalimutan,forget,kalimta
ewan,dont know,ambot
salamat diyos,thank god,salamat ginoo
siyempre,course,alangan
siyempre,course,alangan
,one,
siyempre,course,alangan
siyempre,course,alangan
diyan,youre,
kumaliwa,turn left,liko
kumanan,turn right,liko tuo
mahusay,great,maayo
salamat,thank,salamat
halikan,kiss,hagka
tumawag,someone,nitawag
layas,run away,layas
pumili,choose one,pili
bumangon,get,nibangon
magtiwala,trust,pagsalig
basahin,read,basaha
tao,human,ayo
umiyak mama,mom cried,nihilak mama
umulan,rained,nagulan
baho,stench,baho
pahingi tsaa,ask tea,panghatag tsaa
naku,,aguy
kalimutan,forget,kalimta
panalo,everyone wins,daog
nagkibitbalikat,shrugged,mikibo
lumuha,burst tears,nakahilak
lumuhod,knelt,niluhod
pirma dito,signature,pirma
pumirma dito,sign,pagpirma
nagahit,shaved,namalbas
usog,trend,sibog
alam,know,kabalo
alam,know,kabalo
,,tindog
tumayo,stand,tindog
nagtanong,one asked,nangutana
napansin,everyone noticed,nakapansin
pahingi kape,ask coffee,panghatag kape
politiko,politician,politiko
kumusta,,kumusta
sumuko,dont give,surender
kaibigan,friend,higala
dalhin,bring,dalon
pusa aso,cat dog,iring iro
nandiyan,,
,cant anymore,
tumalon,dont jump,ambak
tatalon,dont jump,ayawg ambak
kaniya,everyone likes,nagkagusto iya
tuyo medyas,socks dry,uga medyas
tumakbo,run,mudagan
mahirap pranses ingles,french difficult english,lisod pranses ingles
hubarin medyas,take socks,huboa medyas
nagsisimba linggo,go church sunday,naga simba domingo
nakakakita buhay balyena,never seen live whale,kakitag buhi balyena
magalang,polite,matinahuron
umiinom serbesa,drink beer,nagainom beer
umiinom beer,drink beer,nagainom beer
alak,wine,alkohol
bumili manok,bought chicken,nipalit manok
pulis,policeman,pulis
pulis,policeman,pulis
nagmamadali,hurry,nagdali
oras,time,unsang orasa
nagustuhan,like,ganahan
magpaalam,say goodbye,panamilit
,cant,mahimo
tahimik kaming,silent,hilom ming
magaling maglangoy,good swimmer,hawud mulangoy
nagtrabaho bukid,worked farm,nagtrabaho bukid
sayang makakapunta,bad cant come,sayang kaadto
alam,still dont know,gihapon kabalo
mataba tingin,think fat,taba pananaw
natatandaan,still remember us,nakahinumdom amo
naaalala,still remember us,nahinumdoman
kumusta tatay,father,kumusta papa
kumusta ama,father,kumusta amahan
paabot asin,add salt,palihog asin
australia kapatid,brother already australia,tua australia igsuon
pasok bukas pinto,come door open,dayunabri pultahan
namamatay aso,dog dying,sigeg kamatay iro
nakakainis,annoying,makalagot gyod
nagbago isip,change mind,bago hunahuna
tingnan,let see,tanawon
maaari umuwi,go home,muuli
umuwi,go home,muuli
vodka,dont vodka,vodka
mataba,fat,tambok
pumanaw lolo tatlong taon nakalipas,grandfather passed away three years ago,namatay lolo tulo tuig milabay
tumulong amin,one wants help us,mutabang
pumasok kahapon sakit,come yesterday sick,nisulod gahapon tungod nasakit
aso,like dogs,ganahan iro
tatago,hide,mutago
alam nasiyahan,knew satisfied,kabalo nalipay
mayaman kasingyaman,rich rich,dato koapan
paguunlad pakikipagugnayan,development without interaction,paguswag pagpakiglabot
progreso pakikipagkomunikasyon,progress without communication,kalamboan
alam nakataya,knew stake,kahibalo nalangkit
nauuhaw,said thirsty,giuhaw
pabayaan,must neglect,pasagdan
ayusin,fix,ning ayuson
sapat perang binigay,money gave enough,salapi gihatag kanimo
nahirapan aklat,struggled book,naglisud ato libro
maghanap bagong kaibigan,find new friend,mangitag bagong amiga
nagtago likod kurtina,hid behind curtain,nitago likod kurtina
marinig,couldnt hear,madunggan
,necessary,ginabuhat
nagising ingay,woke noise,nakamata kasaba
handa tumulong,ready help,andam mutabang
medyo antok,also bit sleepy,medyo nahinanok sab
tulong,needs help,tabang
limitado mapagpipilian,choices limited,limitado kapilian
,,himuon
nagusap kahapon,talked yesterday,nagistoryahanay kagahapon
marunong,smart,kabalo
magbabakasyon australia,going vacation australia,mobakasyon australia
maglalakwatsa australia,going australia,maglaaglaag australia
tinulungan pagtatakas,help escape,gitabangan makatakas
kanser baga,lung cancer,kanser baga
nagpangako uulitin,promised wouldnt,nagsaad
kausap telepono,talking someone phone,kaestorya telepono
dahilan naparito,thats came,hinungdan niari
ayokong lumangoy,dont want swim,molangoy
lumangoy,dont want swim,molangoy
pupunta paliparan,going airport,moadto erport
nagkaanak pangalan,son named,anak ngalan
mahirap gawin,hard,lisod himuon
magandang dahilan,thats good reason,maayong rason
mahusay tagaluto asawa,wife good cook,bana maayong magluto
pagupitan hotel,haircut hotel,adunay barber shop hotel
anak,son,anak
uuwi pasko,coming home christmas,muuli pasko
tatlumpung milyon halaga,thirty million worth,trayntay milyon kantidad
gagawa,shouldnt,maghimo
